DateTime,Outdoor_Temperature,DH_Heating_Rate
 08/31  03:45:00,14.5725,39.74
 08/31  04:00:00,14.62,40.37
 08/31  04:15:00,14.6675,40.99
 08/31  04:30:00,14.715,41.55
 08/31  04:45:00,14.7625,42.22
 08/31  05:00:00,14.81,42.87
 08/31  05:15:00,15.1225,43.37
 08/31  05:30:00,15.435,43.69
 08/31  05:45:00,15.7475,44
 08/31  06:00:00,16.06,44.28
 08/31  06:15:00,16.37,44.51
 08/31  06:30:00,16.68,44.72
 08/31  06:45:00,16.99,44.9
 08/31  07:00:00,17.3,45.03
 08/31  07:15:00,17.6125,45.25
 08/31  07:30:00,17.925,45.42
 08/31  07:45:00,18.2375,45.53
 08/31  08:00:00,18.55,45.52
 08/31  08:15:00,18.7975,45.29
 08/31  08:30:00,19.045,44.8
 08/31  08:45:00,19.2925,44.08
 08/31  09:00:00,19.54,43.26
 08/31  09:15:00,19.7875,42.45
 08/31  09:30:00,20.035,41.67
 08/31  09:45:00,20.2825,40.94
 08/31  10:00:00,20.53,40.18
 08/31  10:15:00,20.78,39.3
 08/31  10:30:00,21.03,38.34
 08/31  10:45:00,21.28,37.41
 08/31  11:00:00,21.53,36.38
 08/31  11:15:00,21.4775,35.53
 08/31  11:30:00,21.425,34.61
 08/31  11:45:00,21.3725,33.76
 08/31  12:00:00,21.32,32.97
 08/31  12:15:00,21.2675,32.25
 08/31  12:30:00,21.215,31.58
 08/31  12:45:00,21.1625,30.98
 08/31  13:00:00,21.11,30.42
 08/31  13:15:00,21.06,29.9
 08/31  13:30:00,21.01,29.48
 08/31  13:45:00,20.96,29.08
 08/31  14:00:00,20.91,28.71
 08/31  14:15:00,20.68,28.36
 08/31  14:30:00,20.45,28.01
 08/31  14:45:00,20.22,27.7
 08/31  15:00:00,19.99,27.46
 08/31  15:15:00,19.3225,27.22
 08/31  15:30:00,18.655,26.97
 08/31  15:45:00,17.9875,26.7
 08/31  16:00:00,17.32,26.46
 08/31  16:15:00,17.26,26.29
 08/31  16:30:00,17.2,26.18
 08/31  16:45:00,17.14,26.1
 08/31  17:00:00,17.08,26.03
 08/31  17:15:00,17.02,25.97
 08/31  17:30:00,16.96,25.92
 08/31  17:45:00,16.9,25.88
 08/31  18:00:00,16.84,25.84
 08/31  18:15:00,16.78,25.8
 08/31  18:30:00,16.72,25.77
 08/31  18:45:00,16.66,25.74
 08/31  19:00:00,16.6,25.72
 08/31  19:15:00,16.54,25.69
 08/31  19:30:00,16.48,25.68
 08/31  19:45:00,16.42,25.66
 08/31  20:00:00,16.36,25.65
 08/31  20:15:00,16.3025,25.65
 08/31  20:30:00,16.245,25.66
 08/31  20:45:00,16.1875,25.68
 08/31  21:00:00,16.13,25.7
 08/31  21:15:00,16.07,25.74
 08/31  21:30:00,16.01,25.78
 08/31  21:45:00,15.95,25.83
 08/31  22:00:00,15.89,25.88
 08/31  22:15:00,15.83,25.95
 08/31  22:30:00,15.77,26.03
 08/31  22:45:00,15.71,26.13
 08/31  23:00:00,15.65,26.24
 08/31  23:15:00,15.59,26.37
 08/31  23:30:00,15.53,26.52
 08/31  23:45:00,15.47,26.69
 08/31  24:00:00,15.41,26.92
 09/01  00:15:00,15.35,27.21
 09/01  00:30:00,15.29,27.54
 09/01  00:45:00,15.23,27.93
 09/01  01:00:00,15.17,28.37
 09/01  01:15:00,15.11,28.83
 09/01  01:30:00,15.05,29.34
 09/01  01:45:00,14.99,29.89
 09/01  02:00:00,14.93,30.46
 09/01  02:15:00,14.8725,31.07
 09/01  02:30:00,14.815,31.7
 09/01  02:45:00,14.7575,32.35
 09/01  03:00:00,14.7,33.03
 09/01  03:15:00,14.64,33.72
 09/01  03:30:00,14.58,34.43
 09/01  03:45:00,14.52,35.15
 09/01  04:00:00,14.46,35.9
 09/01  04:15:00,14.4,36.67
 09/01  04:30:00,14.34,37.46
 09/01  04:45:00,14.28,38.26
 09/01  05:00:00,14.22,39.07
 09/01  05:15:00,14.16,39.89
 09/01  05:30:00,14.1,40.71
 09/01  05:45:00,14.04,41.5
 09/01  06:00:00,13.98,42.51
 09/01  06:15:00,13.92,44.5
 09/01  06:30:00,13.86,46.37
 09/01  06:45:00,13.8,47.77
 09/01  07:00:00,13.74,48.57
 09/01  07:15:00,14.44,49.83
 09/01  07:30:00,15.14,50.37
 09/01  07:45:00,15.84,49.6
 09/01  08:00:00,16.54,49.18
 09/01  08:15:00,16.76,49.91
 09/01  08:30:00,16.98,51.02
 09/01  08:45:00,17.2,51.36
 09/01  09:00:00,17.42,51.2
 09/01  09:15:00,17.6425,50.92
 09/01  09:30:00,17.865,51.1
 09/01  09:45:00,18.0875,50.76
 09/01  10:00:00,18.31,50.37
 09/01  10:15:00,18.5325,50.33
 09/01  10:30:00,18.755,50.32
 09/01  10:45:00,18.9775,50.22
 09/01  11:00:00,19.2,50
 09/01  11:15:00,19.1525,49.64
 09/01  11:30:00,19.105,48.99
 09/01  11:45:00,19.0575,48.21
 09/01  12:00:00,19.01,47.45
 09/01  12:15:00,18.9625,46.83
 09/01  12:30:00,18.915,46.28
 09/01  12:45:00,18.8675,45.8
 09/01  13:00:00,18.82,45.37
 09/01  13:15:00,18.775,45.12
 09/01  13:30:00,18.73,45.1
 09/01  13:45:00,18.685,45.2
 09/01  14:00:00,18.64,45.35
 09/01  14:15:00,18.5775,45.53
 09/01  14:30:00,18.515,45.8
 09/01  14:45:00,18.4525,46.16
 09/01  15:00:00,18.39,46.54
 09/01  15:15:00,18.33,46.88
 09/01  15:30:00,18.27,47.13
 09/01  15:45:00,18.21,47.32
 09/01  16:00:00,18.15,47.47
 09/01  16:15:00,18.0875,47.58
 09/01  16:30:00,18.025,47.66
 09/01  16:45:00,17.9625,47.73
 09/01  17:00:00,17.9,47.82
 09/01  17:15:00,17.8825,47.8
 09/01  17:30:00,17.865,47.57
 09/01  17:45:00,17.8475,47.2
 09/01  18:00:00,17.83,46.82
 09/01  18:15:00,17.8125,46.53
 09/01  18:30:00,17.795,46.39
 09/01  18:45:00,17.7775,46.36
 09/01  19:00:00,17.76,46.38
 09/01  19:15:00,17.745,46.36
 09/01  19:30:00,17.73,46.23
 09/01  19:45:00,17.715,46.04
 09/01  20:00:00,17.7,45.85
 09/01  20:15:00,17.6875,45.67
 09/01  20:30:00,17.675,45.51
 09/01  20:45:00,17.6625,45.37
 09/01  21:00:00,17.65,45.25
 09/01  21:15:00,17.635,45.14
 09/01  21:30:00,17.62,45.07
 09/01  21:45:00,17.605,45.01
 09/01  22:00:00,17.59,44.95
 09/01  22:15:00,17.5775,44.91
 09/01  22:30:00,17.565,44.87
 09/01  22:45:00,17.5525,44.85
 09/01  23:00:00,17.54,44.83
 09/01  23:15:00,17.5475,44.84
 09/01  23:30:00,17.555,44.91
 09/01  23:45:00,17.5625,44.99
 09/01  24:00:00,17.57,45.09
 09/02  00:15:00,17.5775,45.2
 09/02  00:30:00,17.585,45.32
 09/02  00:45:00,17.5925,45.44
 09/02  01:00:00,17.6,45.57
 09/02  01:15:00,17.61,45.7
 09/02  01:30:00,17.62,45.85
 09/02  01:45:00,17.63,45.99
 09/02  02:00:00,17.64,46.14
 09/02  02:15:00,17.6625,46.29
 09/02  02:30:00,17.685,46.43
 09/02  02:45:00,17.7075,46.57
 09/02  03:00:00,17.73,46.71
 09/02  03:15:00,17.755,46.84
 09/02  03:30:00,17.78,46.97
 09/02  03:45:00,17.805,47.09
 09/02  04:00:00,17.83,47.22
 09/02  04:15:00,17.8525,47.33
 09/02  04:30:00,17.875,47.45
 09/02  04:45:00,17.8975,47.55
 09/02  05:00:00,17.92,47.66
 09/02  05:15:00,18.025,47.76
 09/02  05:30:00,18.13,47.78
 09/02  05:45:00,18.235,47.62
 09/02  06:00:00,18.34,47.33
 09/02  06:15:00,18.4425,47.03
 09/02  06:30:00,18.545,46.84
 09/02  06:45:00,18.6475,46.69
 09/02  07:00:00,18.75,46.5
 09/02  07:15:00,18.855,46.27
 09/02  07:30:00,18.96,46.03
 09/02  07:45:00,19.065,45.75
 09/02  08:00:00,19.17,45.43
 09/02  08:15:00,19.3475,45.14
 09/02  08:30:00,19.525,44.96
 09/02  08:45:00,19.7025,44.83
 09/02  09:00:00,19.88,44.63
 09/02  09:15:00,20.0575,44.26
 09/02  09:30:00,20.235,43.74
 09/02  09:45:00,20.4125,43.14
 09/02  10:00:00,20.59,42.5
 09/02  10:15:00,20.77,41.86
 09/02  10:30:00,20.95,41.23
 09/02  10:45:00,21.13,40.6
 09/02  11:00:00,21.31,39.91
 09/02  11:15:00,21.405,39.13
 09/02  11:30:00,21.5,38.27
 09/02  11:45:00,21.595,37.41
 09/02  12:00:00,21.69,36.63
 09/02  12:15:00,21.785,35.81
 09/02  12:30:00,21.88,35.16
 09/02  12:45:00,21.975,34.49
 09/02  13:00:00,22.07,33.88
 09/02  13:15:00,22.165,33.33
 09/02  13:30:00,22.26,32.8
 09/02  13:45:00,22.355,32.35
 09/02  14:00:00,22.45,31.91
 09/02  14:15:00,22.21,31.51
 09/02  14:30:00,21.97,31.12
 09/02  14:45:00,21.73,30.77
 09/02  15:00:00,21.49,30.44
 09/02  15:15:00,21.2525,30.16
 09/02  15:30:00,21.015,29.87
 09/02  15:45:00,20.7775,29.62
 09/02  16:00:00,20.54,29.39
 09/02  16:15:00,20.3025,29.18
 09/02  16:30:00,20.065,28.98
 09/02  16:45:00,19.8275,28.87
 09/02  17:00:00,19.59,28.77
 09/02  17:15:00,19.3575,28.64
 09/02  17:30:00,19.125,28.51
 09/02  17:45:00,18.8925,28.38
 09/02  18:00:00,18.66,28.27
 09/02  18:15:00,18.425,28.16
 09/02  18:30:00,18.19,28.06
 09/02  18:45:00,17.955,27.97
 09/02  19:00:00,17.72,27.89
 09/02  19:15:00,17.4875,27.81
 09/02  19:30:00,17.255,27.73
 09/02  19:45:00,17.0225,27.66
 09/02  20:00:00,16.79,27.59
 09/02  20:15:00,16.67,27.54
 09/02  20:30:00,16.55,27.5
 09/02  20:45:00,16.43,27.46
 09/02  21:00:00,16.31,27.43
 09/02  21:15:00,16.19,27.4
 09/02  21:30:00,16.07,27.36
 09/02  21:45:00,15.95,27.33
 09/02  22:00:00,15.83,27.3
 09/02  22:15:00,15.71,27.28
 09/02  22:30:00,15.59,27.26
 09/02  22:45:00,15.47,27.25
 09/02  23:00:00,15.35,27.24
 09/02  23:15:00,15.3225,27.23
 09/02  23:30:00,15.295,27.22
 09/02  23:45:00,15.2675,27.23
 09/02  24:00:00,15.24,27.26
 09/03  00:15:00,15.2125,27.33
 09/03  00:30:00,15.185,27.42
 09/03  00:45:00,15.1575,27.54
 09/03  01:00:00,15.13,27.69
 09/03  01:15:00,15.1025,27.88
 09/03  01:30:00,15.075,28.11
 09/03  01:45:00,15.0475,28.37
 09/03  02:00:00,15.02,28.68
 09/03  02:15:00,14.9725,29.05
 09/03  02:30:00,14.925,29.49
 09/03  02:45:00,14.8775,29.98
 09/03  03:00:00,14.83,30.5
 09/03  03:15:00,14.7825,31.05
 09/03  03:30:00,14.735,31.65
 09/03  03:45:00,14.6875,32.29
 09/03  04:00:00,14.64,32.95
 09/03  04:15:00,14.59,33.63
 09/03  04:30:00,14.54,34.31
 09/03  04:45:00,14.49,35.02
 09/03  05:00:00,14.44,35.74
 09/03  05:15:00,14.6,36.45
 09/03  05:30:00,14.76,37.07
 09/03  05:45:00,14.92,37.46
 09/03  06:00:00,15.08,37.63
 09/03  06:15:00,15.2375,37.66
 09/03  06:30:00,15.395,37.65
 09/03  06:45:00,15.5525,37.58
 09/03  07:00:00,15.71,37.36
 09/03  07:15:00,15.87,37.03
 09/03  07:30:00,16.03,36.57
 09/03  07:45:00,16.19,36.06
 09/03  08:00:00,16.35,35.5
 09/03  08:15:00,16.64,34.91
 09/03  08:30:00,16.93,34.38
 09/03  08:45:00,17.22,33.85
 09/03  09:00:00,17.51,33.31
 09/03  09:15:00,17.8,32.79
 09/03  09:30:00,18.09,32.22
 09/03  09:45:00,18.38,31.66
 09/03  10:00:00,18.67,31.13
 09/03  10:15:00,18.9625,30.6
 09/03  10:30:00,19.255,30.07
 09/03  10:45:00,19.5475,29.58
 09/03  11:00:00,19.84,29.09
 09/03  11:15:00,20.0825,28.61
 09/03  11:30:00,20.325,28.21
 09/03  11:45:00,20.5675,27.81
 09/03  12:00:00,20.81,27.51
 09/03  12:15:00,21.0525,27.18
 09/03  12:30:00,21.295,26.88
 09/03  12:45:00,21.5375,26.6
 09/03  13:00:00,21.78,26.34
 09/03  13:15:00,22.025,26.09
 09/03  13:30:00,22.27,25.84
 09/03  13:45:00,22.515,25.63
 09/03  14:00:00,22.76,25.43
 09/03  14:15:00,22.59,25.2
 09/03  14:30:00,22.42,24.96
 09/03  14:45:00,22.25,24.73
 09/03  15:00:00,22.08,24.51
 09/03  15:15:00,21.91,24.31
 09/03  15:30:00,21.74,24.13
 09/03  15:45:00,21.57,23.95
 09/03  16:00:00,21.4,23.78
 09/03  16:15:00,21.23,23.63
 09/03  16:30:00,21.06,23.48
 09/03  16:45:00,20.89,23.34
 09/03  17:00:00,20.72,23.21
 09/03  17:15:00,20.545,23.11
 09/03  17:30:00,20.37,23.03
 09/03  17:45:00,20.195,22.96
 09/03  18:00:00,20.02,22.9
 09/03  18:15:00,19.8425,22.88
 09/03  18:30:00,19.665,22.87
 09/03  18:45:00,19.4875,22.84
 09/03  19:00:00,19.31,22.8
 09/03  19:15:00,19.135,22.76
 09/03  19:30:00,18.96,22.72
 09/03  19:45:00,18.785,22.68
 09/03  20:00:00,18.61,22.64
 09/03  20:15:00,18.54,22.62
 09/03  20:30:00,18.47,22.61
 09/03  20:45:00,18.4,22.62
 09/03  21:00:00,18.33,22.62
 09/03  21:15:00,18.2625,22.62
 09/03  21:30:00,18.195,22.62
 09/03  21:45:00,18.1275,22.63
 09/03  22:00:00,18.06,22.63
 09/03  22:15:00,17.9925,22.63
 09/03  22:30:00,17.925,22.63
 09/03  22:45:00,17.8575,22.62
 09/03  23:00:00,17.79,22.62
 09/03  23:15:00,17.72,22.65
 09/03  23:30:00,17.65,22.71
 09/03  23:45:00,17.58,22.78
 09/03  24:00:00,17.51,22.86
 09/04  00:15:00,17.4375,22.94
 09/04  00:30:00,17.365,23.02
 09/04  00:45:00,17.2925,23.1
 09/04  01:00:00,17.22,23.19
 09/04  01:15:00,17.15,23.27
 09/04  01:30:00,17.08,23.37
 09/04  01:45:00,17.01,23.46
 09/04  02:00:00,16.94,23.56
 09/04  02:15:00,16.915,23.63
 09/04  02:30:00,16.89,23.67
 09/04  02:45:00,16.865,23.71
 09/04  03:00:00,16.84,23.74
 09/04  03:15:00,16.8175,23.78
 09/04  03:30:00,16.795,23.83
 09/04  03:45:00,16.7725,23.88
 09/04  04:00:00,16.75,23.94
 09/04  04:15:00,16.7275,24.01
 09/04  04:30:00,16.705,24.09
 09/04  04:45:00,16.6825,24.17
 09/04  05:00:00,16.66,24.26
 09/04  05:15:00,16.9375,24.34
 09/04  05:30:00,17.215,24.42
 09/04  05:45:00,17.4925,24.48
 09/04  06:00:00,17.77,24.52
 09/04  06:15:00,18.0475,24.54
 09/04  06:30:00,18.325,24.57
 09/04  06:45:00,18.6025,24.58
 09/04  07:00:00,18.88,24.58
 09/04  07:15:00,19.16,24.56
 09/04  07:30:00,19.44,24.54
 09/04  07:45:00,19.72,24.5
 09/04  08:00:00,20,24.44
 09/04  08:15:00,20.2375,24.34
 09/04  08:30:00,20.475,24.25
 09/04  08:45:00,20.7125,24.18
 09/04  09:00:00,20.95,24.1
 09/04  09:15:00,21.19,24.02
 09/04  09:30:00,21.43,23.93
 09/04  09:45:00,21.67,23.83
 09/04  10:00:00,21.91,23.73
 09/04  10:15:00,22.15,23.64
 09/04  10:30:00,22.39,23.54
 09/04  10:45:00,22.63,23.45
 09/04  11:00:00,22.87,23.36
 09/04  11:15:00,22.8975,23.26
 09/04  11:30:00,22.925,23.17
 09/04  11:45:00,22.9525,23.07
 09/04  12:00:00,22.98,22.98
 09/04  12:15:00,23.01,22.9
 09/04  12:30:00,23.04,22.82
 09/04  12:45:00,23.07,22.74
 09/04  13:00:00,23.1,22.67
 09/04  13:15:00,23.13,22.6
 09/04  13:30:00,23.16,22.52
 09/04  13:45:00,23.19,22.44
 09/04  14:00:00,23.22,22.36
 09/04  14:15:00,23.015,22.27
 09/04  14:30:00,22.81,22.18
 09/04  14:45:00,22.605,22.08
 09/04  15:00:00,22.4,21.99
 09/04  15:15:00,22.195,21.9
 09/04  15:30:00,21.99,21.81
 09/04  15:45:00,21.785,21.73
 09/04  16:00:00,21.58,21.65
 09/04  16:15:00,21.375,21.56
 09/04  16:30:00,21.17,21.47
 09/04  16:45:00,20.965,21.38
 09/04  17:00:00,20.76,21.28
 09/04  17:15:00,20.425,21.22
 09/04  17:30:00,20.09,21.2
 09/04  17:45:00,19.755,21.23
 09/04  18:00:00,19.42,21.26
 09/04  18:15:00,19.085,21.27
 09/04  18:30:00,18.75,21.28
 09/04  18:45:00,18.415,21.29
 09/04  19:00:00,18.08,21.3
 09/04  19:15:00,17.745,21.32
 09/04  19:30:00,17.41,21.35
 09/04  19:45:00,17.075,21.39
 09/04  20:00:00,16.74,21.43
 09/04  20:15:00,16.655,21.47
 09/04  20:30:00,16.57,21.52
 09/04  20:45:00,16.485,21.57
 09/04  21:00:00,16.4,21.61
 09/04  21:15:00,16.3125,21.65
 09/04  21:30:00,16.225,21.69
 09/04  21:45:00,16.1375,21.73
 09/04  22:00:00,16.05,21.77
 09/04  22:15:00,15.965,21.8
 09/04  22:30:00,15.88,21.84
 09/04  22:45:00,15.795,21.88
 09/04  23:00:00,15.71,21.92
 09/04  23:15:00,15.6975,21.95
 09/04  23:30:00,15.685,21.99
 09/04  23:45:00,15.6725,22.02
 09/04  24:00:00,15.66,22.05
 09/05  00:15:00,15.6475,22.08
 09/05  00:30:00,15.635,22.1
 09/05  00:45:00,15.6225,22.13
 09/05  01:00:00,15.61,22.16
 09/05  01:15:00,15.6,22.2
 09/05  01:30:00,15.59,22.24
 09/05  01:45:00,15.58,22.29
 09/05  02:00:00,15.57,22.34
 09/05  02:15:00,15.5875,22.37
 09/05  02:30:00,15.605,22.4
 09/05  02:45:00,15.6225,22.42
 09/05  03:00:00,15.64,22.46
 09/05  03:15:00,15.6575,22.49
 09/05  03:30:00,15.675,22.54
 09/05  03:45:00,15.6925,22.59
 09/05  04:00:00,15.71,22.66
 09/05  04:15:00,15.725,22.73
 09/05  04:30:00,15.74,22.82
 09/05  04:45:00,15.755,22.91
 09/05  05:00:00,15.77,23
 09/05  05:15:00,16.125,23.16
 09/05  05:30:00,16.48,23.34
 09/05  05:45:00,16.835,23.5
 09/05  06:00:00,17.19,23.61
 09/05  06:15:00,17.5425,23.66
 09/05  06:30:00,17.895,23.67
 09/05  06:45:00,18.2475,23.65
 09/05  07:00:00,18.6,23.61
 09/05  07:15:00,18.955,23.55
 09/05  07:30:00,19.31,23.47
 09/05  07:45:00,19.665,23.39
 09/05  08:00:00,20.02,23.27
 09/05  08:15:00,20.2975,23.12
 09/05  08:30:00,20.575,22.97
 09/05  08:45:00,20.8525,22.83
 09/05  09:00:00,21.13,22.69
 09/05  09:15:00,21.41,22.55
 09/05  09:30:00,21.69,22.41
 09/05  09:45:00,21.97,22.28
 09/05  10:00:00,22.25,22.15
 09/05  10:15:00,22.53,22.03
 09/05  10:30:00,22.81,21.9
 09/05  10:45:00,23.09,21.77
 09/05  11:00:00,23.37,21.65
 09/05  11:15:00,23.4275,21.55
 09/05  11:30:00,23.485,21.45
 09/05  11:45:00,23.5425,21.36
 09/05  12:00:00,23.6,21.28
 09/05  12:15:00,23.6575,21.21
 09/05  12:30:00,23.715,21.15
 09/05  12:45:00,23.7725,21.1
 09/05  13:00:00,23.83,21.05
 09/05  13:15:00,23.8875,21
 09/05  13:30:00,23.945,20.95
 09/05  13:45:00,24.0025,20.9
 09/05  14:00:00,24.06,20.85
 09/05  14:15:00,23.84,20.79
 09/05  14:30:00,23.62,20.71
 09/05  14:45:00,23.4,20.63
 09/05  15:00:00,23.18,20.56
 09/05  15:15:00,22.9625,20.49
 09/05  15:30:00,22.745,20.43
 09/05  15:45:00,22.5275,20.37
 09/05  16:00:00,22.31,20.32
 09/05  16:15:00,22.0925,20.26
 09/05  16:30:00,21.875,20.21
 09/05  16:45:00,21.6575,20.16
 09/05  17:00:00,21.44,20.11
 09/05  17:15:00,21.2025,20.09
 09/05  17:30:00,20.965,20.11
 09/05  17:45:00,20.7275,20.13
 09/05  18:00:00,20.49,20.16
 09/05  18:15:00,20.2525,20.2
 09/05  18:30:00,20.015,20.25
 09/05  18:45:00,19.7775,20.33
 09/05  19:00:00,19.54,20.42
 09/05  19:15:00,19.305,20.48
 09/05  19:30:00,19.07,20.54
 09/05  19:45:00,18.835,20.59
 09/05  20:00:00,18.6,20.65
 09/05  20:15:00,18.5125,20.73
 09/05  20:30:00,18.425,20.84
 09/05  20:45:00,18.3375,20.95
 09/05  21:00:00,18.25,21.06
 09/05  21:15:00,18.165,21.18
 09/05  21:30:00,18.08,21.31
 09/05  21:45:00,17.995,21.44
 09/05  22:00:00,17.91,21.56
 09/05  22:15:00,17.8225,21.69
 09/05  22:30:00,17.735,21.82
 09/05  22:45:00,17.6475,21.96
 09/05  23:00:00,17.56,22.09
 09/05  23:15:00,17.41,22.22
 09/05  23:30:00,17.26,22.35
 09/05  23:45:00,17.11,22.48
 09/05  24:00:00,16.96,22.62
 09/06  00:15:00,16.81,22.75
 09/06  00:30:00,16.66,22.89
 09/06  00:45:00,16.51,23.04
 09/06  01:00:00,16.36,23.18
 09/06  01:15:00,16.2125,23.33
 09/06  01:30:00,16.065,23.48
 09/06  01:45:00,15.9175,23.63
 09/06  02:00:00,15.77,23.79
 09/06  02:15:00,15.57,23.93
 09/06  02:30:00,15.37,24.08
 09/06  02:45:00,15.17,24.22
 09/06  03:00:00,14.97,24.36
 09/06  03:15:00,14.77,24.5
 09/06  03:30:00,14.57,24.63
 09/06  03:45:00,14.37,24.77
 09/06  04:00:00,14.17,24.9
 09/06  04:15:00,13.9675,25.04
 09/06  04:30:00,13.765,25.18
 09/06  04:45:00,13.5625,25.33
 09/06  05:00:00,13.36,25.48
 09/06  05:15:00,13.5575,25.65
 09/06  05:30:00,13.755,25.82
 09/06  05:45:00,13.9525,25.99
 09/06  06:00:00,14.15,26.14
 09/06  06:15:00,14.345,26.27
 09/06  06:30:00,14.54,26.38
 09/06  06:45:00,14.735,26.48
 09/06  07:00:00,14.93,26.56
 09/06  07:15:00,15.1275,26.64
 09/06  07:30:00,15.325,26.71
 09/06  07:45:00,15.5225,26.77
 09/06  08:00:00,15.72,26.81
 09/06  08:15:00,15.9875,26.83
 09/06  08:30:00,16.255,26.81
 09/06  08:45:00,16.5225,26.77
 09/06  09:00:00,16.79,26.72
 09/06  09:15:00,17.06,26.66
 09/06  09:30:00,17.33,26.6
 09/06  09:45:00,17.6,26.53
 09/06  10:00:00,17.87,26.45
 09/06  10:15:00,18.14,26.37
 09/06  10:30:00,18.41,26.27
 09/06  10:45:00,18.68,26.16
 09/06  11:00:00,18.95,26.06
 09/06  11:15:00,19.035,25.97
 09/06  11:30:00,19.12,25.89
 09/06  11:45:00,19.205,25.83
 09/06  12:00:00,19.29,25.77
 09/06  12:15:00,19.3775,25.71
 09/06  12:30:00,19.465,25.65
 09/06  12:45:00,19.5525,25.58
 09/06  13:00:00,19.64,25.52
 09/06  13:15:00,19.7275,25.46
 09/06  13:30:00,19.815,25.4
 09/06  13:45:00,19.9025,25.33
 09/06  14:00:00,19.99,25.27
 09/06  14:15:00,19.755,25.21
 09/06  14:30:00,19.52,25.14
 09/06  14:45:00,19.285,25.07
 09/06  15:00:00,19.05,25.02
 09/06  15:15:00,18.8175,24.97
 09/06  15:30:00,18.585,24.93
 09/06  15:45:00,18.3525,24.89
 09/06  16:00:00,18.12,24.86
 09/06  16:15:00,17.8875,24.83
 09/06  16:30:00,17.655,24.8
 09/06  16:45:00,17.4225,24.78
 09/06  17:00:00,17.19,24.76
 09/06  17:15:00,16.89,24.77
 09/06  17:30:00,16.59,24.79
 09/06  17:45:00,16.29,24.82
 09/06  18:00:00,15.99,24.86
 09/06  18:15:00,15.69,24.9
 09/06  18:30:00,15.39,24.94
 09/06  18:45:00,15.09,24.98
 09/06  19:00:00,14.79,25.02
 09/06  19:15:00,14.49,25.06
 09/06  19:30:00,14.19,25.12
 09/06  19:45:00,13.89,25.18
 09/06  20:00:00,13.59,25.25
 09/06  20:15:00,13.42,25.3
 09/06  20:30:00,13.25,25.32
 09/06  20:45:00,13.08,25.33
 09/06  21:00:00,12.91,25.35
 09/06  21:15:00,12.7425,25.36
 09/06  21:30:00,12.575,25.38
 09/06  21:45:00,12.4075,25.4
 09/06  22:00:00,12.24,25.42
 09/06  22:15:00,12.07,25.46
 09/06  22:30:00,11.9,25.51
 09/06  22:45:00,11.73,25.55
 09/06  23:00:00,11.56,25.61
 09/06  23:15:00,11.4025,25.71
 09/06  23:30:00,11.245,25.88
 09/06  23:45:00,11.0875,26.15
 09/06  24:00:00,10.93,26.55
 09/07  00:15:00,10.775,27.03
 09/07  00:30:00,10.62,27.5
 09/07  00:45:00,10.465,28
 09/07  01:00:00,10.31,28.54
 09/07  01:15:00,10.1525,29.16
 09/07  01:30:00,9.995,29.9
 09/07  01:45:00,9.8375,30.68
 09/07  02:00:00,9.68,31.48
 09/07  02:15:00,9.68,32.32
 09/07  02:30:00,9.68,33.2
 09/07  02:45:00,9.68,34.1
 09/07  03:00:00,9.68,35.02
 09/07  03:15:00,9.68,35.92
 09/07  03:30:00,9.68,36.94
 09/07  03:45:00,9.68,38.15
 09/07  04:00:00,9.68,39.68
 09/07  04:15:00,9.68,41.66
 09/07  04:30:00,9.68,43.31
 09/07  04:45:00,9.68,45.37
 09/07  05:00:00,9.68,47.08
 09/07  05:15:00,10.15,48.43
 09/07  05:30:00,10.62,47.71
 09/07  05:45:00,11.09,46.58
 09/07  06:00:00,11.56,45.65
 09/07  06:15:00,12.0325,45.31
 09/07  06:30:00,12.505,44.98
 09/07  06:45:00,12.9775,44.77
 09/07  07:00:00,13.45,44.46
 09/07  07:15:00,13.9225,43.99
 09/07  07:30:00,14.395,43.4
 09/07  07:45:00,14.8675,42.75
 09/07  08:00:00,15.34,42.01
 09/07  08:15:00,15.6125,41.17
 09/07  08:30:00,15.885,40.35
 09/07  08:45:00,16.1575,39.55
 09/07  09:00:00,16.43,38.79
 09/07  09:15:00,16.7025,38.06
 09/07  09:30:00,16.975,37.38
 09/07  09:45:00,17.2475,36.74
 09/07  10:00:00,17.52,36.09
 09/07  10:15:00,17.7925,35.51
 09/07  10:30:00,18.065,34.93
 09/07  10:45:00,18.3375,34.36
 09/07  11:00:00,18.61,33.81
 09/07  11:15:00,18.6425,33.27
 09/07  11:30:00,18.675,32.73
 09/07  11:45:00,18.7075,32.2
 09/07  12:00:00,18.74,31.69
 09/07  12:15:00,18.7725,31.2
 09/07  12:30:00,18.805,30.75
 09/07  12:45:00,18.8375,30.32
 09/07  13:00:00,18.87,29.92
 09/07  13:15:00,18.9025,29.55
 09/07  13:30:00,18.935,29.21
 09/07  13:45:00,18.9675,28.9
 09/07  14:00:00,19,28.63
 09/07  14:15:00,18.7675,28.33
 09/07  14:30:00,18.535,28.09
 09/07  14:45:00,18.3025,27.83
 09/07  15:00:00,18.07,27.61
 09/07  15:15:00,17.8375,27.41
 09/07  15:30:00,17.605,27.22
 09/07  15:45:00,17.3725,27.05
 09/07  16:00:00,17.14,26.9
 09/07  16:15:00,16.9075,26.76
 09/07  16:30:00,16.675,26.64
 09/07  16:45:00,16.4425,26.54
 09/07  17:00:00,16.21,26.45
