DateTime,Outdoor_Temperature,DH_Heating_Rate
 08/23  14:15:00,18.91,39.64
 08/23  14:30:00,18.81,39.02
 08/23  14:45:00,18.71,38.51
 08/23  15:00:00,18.61,38.01
 08/23  15:15:00,18.5075,37.54
 08/23  15:30:00,18.405,37.16
 08/23  15:45:00,18.3025,36.8
 08/23  16:00:00,18.2,36.44
 08/23  16:15:00,18.0975,36.13
 08/23  16:30:00,17.995,35.94
 08/23  16:45:00,17.8925,35.86
 08/23  17:00:00,17.79,35.83
 08/23  17:15:00,17.4875,35.8
 08/23  17:30:00,17.185,35.75
 08/23  17:45:00,16.8825,35.72
 08/23  18:00:00,16.58,35.77
 08/23  18:15:00,16.275,35.96
 08/23  18:30:00,15.97,36.33
 08/23  18:45:00,15.665,36.89
 08/23  19:00:00,15.36,37.57
 08/23  19:15:00,15.055,38.24
 08/23  19:30:00,14.75,38.77
 08/23  19:45:00,14.445,39.23
 08/23  20:00:00,14.14,39.68
 08/23  20:15:00,13.9525,40.21
 08/23  20:30:00,13.765,40.81
 08/23  20:45:00,13.5775,41.83
 08/23  21:00:00,13.39,42.87
 08/23  21:15:00,13.2025,43.99
 08/23  21:30:00,13.015,45.35
 08/23  21:45:00,12.8275,47.01
 08/23  22:00:00,12.64,48.24
 08/23  22:15:00,12.4525,50.1
 08/23  22:30:00,12.265,51.85
 08/23  22:45:00,12.0775,53.72
 08/23  23:00:00,11.89,55.84
 08/23  23:15:00,11.6975,63.37
 08/23  23:30:00,11.505,69.85
 08/23  23:45:00,11.3125,72.61
 08/23  24:00:00,11.12,75.05
 08/24  00:15:00,10.93,72.06
 08/24  00:30:00,10.74,69.55
 08/24  00:45:00,10.55,70.75
 08/24  01:00:00,10.36,72.4
 08/24  01:15:00,10.1675,74.32
 08/24  01:30:00,9.975,76.23
 08/24  01:45:00,9.7825,78.1
 08/24  02:00:00,9.59,80.16
 08/24  02:15:00,9.5425,81.85
 08/24  02:30:00,9.495,82.83
 08/24  02:45:00,9.4475,84.32
 08/24  03:00:00,9.4,84.9
 08/24  03:15:00,9.35,86.46
 08/24  03:30:00,9.3,87.27
 08/24  03:45:00,9.25,88.61
 08/24  04:00:00,9.2,89.78
 08/24  04:15:00,9.15,90.74
 08/24  04:30:00,9.1,92.26
 08/24  04:45:00,9.05,93.09
 08/24  05:00:00,9,94.58
 08/24  05:15:00,9.5775,89.79
 08/24  05:30:00,10.155,82.27
 08/24  05:45:00,10.7325,75.36
 08/24  06:00:00,11.31,68.31
 08/24  06:15:00,11.8875,64.12
 08/24  06:30:00,12.465,59.41
 08/24  06:45:00,13.0425,54.09
 08/24  07:00:00,13.62,49.72
 08/24  07:15:00,14.1975,47.44
 08/24  07:30:00,14.775,46.06
 08/24  07:45:00,15.3525,45.28
 08/24  08:00:00,15.93,44.77
 08/24  08:15:00,16.19,44.31
 08/24  08:30:00,16.45,43.81
 08/24  08:45:00,16.71,43.3
 08/24  09:00:00,16.97,42.78
 08/24  09:15:00,17.23,42.14
 08/24  09:30:00,17.49,41.36
 08/24  09:45:00,17.75,40.5
 08/24  10:00:00,18.01,39.64
 08/24  10:15:00,18.2675,38.78
 08/24  10:30:00,18.525,38.05
 08/24  10:45:00,18.7825,37.25
 08/24  11:00:00,19.04,36.46
 08/24  11:15:00,19.0975,35.63
 08/24  11:30:00,19.155,34.81
 08/24  11:45:00,19.2125,33.93
 08/24  12:00:00,19.27,33.06
 08/24  12:15:00,19.325,32.22
 08/24  12:30:00,19.38,31.41
 08/24  12:45:00,19.435,30.65
 08/24  13:00:00,19.49,29.98
 08/24  13:15:00,19.545,29.28
 08/24  13:30:00,19.6,28.76
 08/24  13:45:00,19.655,28.23
 08/24  14:00:00,19.71,27.76
 08/24  14:15:00,19.5225,27.3
 08/24  14:30:00,19.335,26.86
 08/24  14:45:00,19.1475,26.45
 08/24  15:00:00,18.96,26.07
 08/24  15:15:00,18.7725,25.72
 08/24  15:30:00,18.585,25.42
 08/24  15:45:00,18.3975,25.15
 08/24  16:00:00,18.21,24.9
 08/24  16:15:00,18.0225,24.66
 08/24  16:30:00,17.835,24.45
 08/24  16:45:00,17.6475,24.25
 08/24  17:00:00,17.46,24.06
 08/24  17:15:00,17.21,23.9
 08/24  17:30:00,16.96,23.77
 08/24  17:45:00,16.71,23.64
 08/24  18:00:00,16.46,23.54
 08/24  18:15:00,16.2075,23.44
 08/24  18:30:00,15.955,23.36
 08/24  18:45:00,15.7025,23.3
 08/24  19:00:00,15.45,23.24
 08/24  19:15:00,15.1975,23.2
 08/24  19:30:00,14.945,23.18
 08/24  19:45:00,14.6925,23.17
 08/24  20:00:00,14.44,23.17
 08/24  20:15:00,14.4,23.18
 08/24  20:30:00,14.36,23.2
 08/24  20:45:00,14.32,23.22
 08/24  21:00:00,14.28,23.24
 08/24  21:15:00,14.24,23.28
 08/24  21:30:00,14.2,23.33
 08/24  21:45:00,14.16,23.4
 08/24  22:00:00,14.12,23.47
 08/24  22:15:00,14.08,23.55
 08/24  22:30:00,14.04,23.62
 08/24  22:45:00,14,23.7
 08/24  23:00:00,13.96,23.8
 08/24  23:15:00,13.9225,23.9
 08/24  23:30:00,13.885,24.01
 08/24  23:45:00,13.8475,24.15
 08/24  24:00:00,13.81,24.33
 08/25  00:15:00,13.7725,24.53
 08/25  00:30:00,13.735,24.75
 08/25  00:45:00,13.6975,24.99
 08/25  01:00:00,13.66,25.27
 08/25  01:15:00,13.6225,25.58
 08/25  01:30:00,13.585,25.91
 08/25  01:45:00,13.5475,26.28
 08/25  02:00:00,13.51,26.69
 08/25  02:15:00,13.5275,27.15
 08/25  02:30:00,13.545,27.66
 08/25  02:45:00,13.5625,28.21
 08/25  03:00:00,13.58,28.79
 08/25  03:15:00,13.595,29.41
 08/25  03:30:00,13.61,30.06
 08/25  03:45:00,13.625,30.74
 08/25  04:00:00,13.64,31.43
 08/25  04:15:00,13.655,32.14
 08/25  04:30:00,13.67,32.85
 08/25  04:45:00,13.685,33.56
 08/25  05:00:00,13.7,34.29
 08/25  05:15:00,13.9,35.05
 08/25  05:30:00,14.1,35.81
 08/25  05:45:00,14.3,36.52
 08/25  06:00:00,14.5,37.18
 08/25  06:15:00,14.7,37.84
 08/25  06:30:00,14.9,38.54
 08/25  06:45:00,15.1,39.25
 08/25  07:00:00,15.3,39.9
 08/25  07:15:00,15.5,40.49
 08/25  07:30:00,15.7,41.01
 08/25  07:45:00,15.9,41.46
 08/25  08:00:00,16.1,41.8
 08/25  08:15:00,16.3175,42.02
 08/25  08:30:00,16.535,42.16
 08/25  08:45:00,16.7525,42.22
 08/25  09:00:00,16.97,42.19
 08/25  09:15:00,17.1875,42.07
 08/25  09:30:00,17.405,41.88
 08/25  09:45:00,17.6225,41.62
 08/25  10:00:00,17.84,41.28
 08/25  10:15:00,18.0575,40.87
 08/25  10:30:00,18.275,40.39
 08/25  10:45:00,18.4925,39.86
 08/25  11:00:00,18.71,39.28
 08/25  11:15:00,18.815,38.61
 08/25  11:30:00,18.92,37.77
 08/25  11:45:00,19.025,36.86
 08/25  12:00:00,19.13,35.96
 08/25  12:15:00,19.235,35.11
 08/25  12:30:00,19.34,34.32
 08/25  12:45:00,19.445,33.58
 08/25  13:00:00,19.55,32.89
 08/25  13:15:00,19.6525,32.24
 08/25  13:30:00,19.755,31.68
 08/25  13:45:00,19.8575,31.16
 08/25  14:00:00,19.96,30.66
 08/25  14:15:00,19.81,30.2
 08/25  14:30:00,19.66,29.72
 08/25  14:45:00,19.51,29.29
 08/25  15:00:00,19.36,28.9
 08/25  15:15:00,19.21,28.54
 08/25  15:30:00,19.06,28.18
 08/25  15:45:00,18.91,27.84
 08/25  16:00:00,18.76,27.52
 08/25  16:15:00,18.6075,27.23
 08/25  16:30:00,18.455,26.96
 08/25  16:45:00,18.3025,26.7
 08/25  17:00:00,18.15,26.46
 08/25  17:15:00,17.92,26.26
 08/25  17:30:00,17.69,26.08
 08/25  17:45:00,17.46,25.93
 08/25  18:00:00,17.23,25.8
 08/25  18:15:00,17,25.69
 08/25  18:30:00,16.77,25.6
 08/25  18:45:00,16.54,25.53
 08/25  19:00:00,16.31,25.49
 08/25  19:15:00,16.08,25.48
 08/25  19:30:00,15.85,25.5
 08/25  19:45:00,15.62,25.54
 08/25  20:00:00,15.39,25.6
 08/25  20:15:00,15.2775,25.68
 08/25  20:30:00,15.165,25.78
 08/25  20:45:00,15.0525,25.9
 08/25  21:00:00,14.94,26.05
 08/25  21:15:00,14.8275,26.22
 08/25  21:30:00,14.715,26.41
 08/25  21:45:00,14.6025,26.63
 08/25  22:00:00,14.49,26.87
 08/25  22:15:00,14.3775,27.15
 08/25  22:30:00,14.265,27.5
 08/25  22:45:00,14.1525,27.91
 08/25  23:00:00,14.04,28.38
 08/25  23:15:00,13.9225,28.94
 08/25  23:30:00,13.805,29.54
 08/25  23:45:00,13.6875,30.19
 08/25  24:00:00,13.57,30.89
 08/26  00:15:00,13.455,31.63
 08/26  00:30:00,13.34,32.43
 08/26  00:45:00,13.225,33.26
 08/26  01:00:00,13.11,34.11
 08/26  01:15:00,12.9925,35.01
 08/26  01:30:00,12.875,35.93
 08/26  01:45:00,12.7575,36.88
 08/26  02:00:00,12.64,37.83
 08/26  02:15:00,12.5875,39.29
 08/26  02:30:00,12.535,40.52
 08/26  02:45:00,12.4825,41.96
 08/26  03:00:00,12.43,43.77
 08/26  03:15:00,12.375,45.44
 08/26  03:30:00,12.32,47.29
 08/26  03:45:00,12.265,48.76
 08/26  04:00:00,12.21,50.47
 08/26  04:15:00,12.155,52.07
 08/26  04:30:00,12.1,53.68
 08/26  04:45:00,12.045,55.49
 08/26  05:00:00,11.99,57.09
 08/26  05:15:00,12.4,55.93
 08/26  05:30:00,12.81,52.21
 08/26  05:45:00,13.22,49.57
 08/26  06:00:00,13.63,48.78
 08/26  06:15:00,14.0375,48.66
 08/26  06:30:00,14.445,48.43
 08/26  06:45:00,14.8525,48.01
 08/26  07:00:00,15.26,47.36
 08/26  07:15:00,15.6675,46.53
 08/26  07:30:00,16.075,45.61
 08/26  07:45:00,16.4825,44.61
 08/26  08:00:00,16.89,43.56
 08/26  08:15:00,17.1325,42.45
 08/26  08:30:00,17.375,41.4
 08/26  08:45:00,17.6175,40.4
 08/26  09:00:00,17.86,39.44
 08/26  09:15:00,18.1025,38.54
 08/26  09:30:00,18.345,37.69
 08/26  09:45:00,18.5875,36.88
 08/26  10:00:00,18.83,36.13
 08/26  10:15:00,19.07,35.37
 08/26  10:30:00,19.31,34.69
 08/26  10:45:00,19.55,34.02
 08/26  11:00:00,19.79,33.38
 08/26  11:15:00,19.89,32.76
 08/26  11:30:00,19.99,32.16
 08/26  11:45:00,20.09,31.54
 08/26  12:00:00,20.19,30.97
 08/26  12:15:00,20.29,30.45
 08/26  12:30:00,20.39,29.99
 08/26  12:45:00,20.49,29.55
 08/26  13:00:00,20.59,29.15
 08/26  13:15:00,20.69,28.79
 08/26  13:30:00,20.79,28.45
 08/26  13:45:00,20.89,28.14
 08/26  14:00:00,20.99,27.85
 08/26  14:15:00,20.8075,27.55
 08/26  14:30:00,20.625,27.25
 08/26  14:45:00,20.4425,26.95
 08/26  15:00:00,20.26,26.67
 08/26  15:15:00,20.075,26.41
 08/26  15:30:00,19.89,26.2
 08/26  15:45:00,19.705,26.01
 08/26  16:00:00,19.52,25.79
 08/26  16:15:00,19.335,25.58
 08/26  16:30:00,19.15,25.39
 08/26  16:45:00,18.965,25.2
 08/26  17:00:00,18.78,25.01
 08/26  17:15:00,18.4975,24.87
 08/26  17:30:00,18.215,24.77
 08/26  17:45:00,17.9325,24.7
 08/26  18:00:00,17.65,24.63
 08/26  18:15:00,17.365,24.58
 08/26  18:30:00,17.08,24.54
 08/26  18:45:00,16.795,24.51
 08/26  19:00:00,16.51,24.49
 08/26  19:15:00,16.225,24.48
 08/26  19:30:00,15.94,24.47
 08/26  19:45:00,15.655,24.47
 08/26  20:00:00,15.37,24.48
 08/26  20:15:00,15.2775,24.5
 08/26  20:30:00,15.185,24.54
 08/26  20:45:00,15.0925,24.57
 08/26  21:00:00,15,24.61
 08/26  21:15:00,14.9075,24.66
 08/26  21:30:00,14.815,24.71
 08/26  21:45:00,14.7225,24.77
 08/26  22:00:00,14.63,24.84
 08/26  22:15:00,14.5375,24.91
 08/26  22:30:00,14.445,24.98
 08/26  22:45:00,14.3525,25.04
 08/26  23:00:00,14.26,25.12
 08/26  23:15:00,14.22,25.21
 08/26  23:30:00,14.18,25.33
 08/26  23:45:00,14.14,25.46
 08/26  24:00:00,14.1,25.6
 08/27  00:15:00,14.0575,25.78
 08/27  00:30:00,14.015,25.99
 08/27  00:45:00,13.9725,26.23
 08/27  01:00:00,13.93,26.51
 08/27  01:15:00,13.89,26.82
 08/27  01:30:00,13.85,27.17
 08/27  01:45:00,13.81,27.56
 08/27  02:00:00,13.77,28.02
 08/27  02:15:00,13.695,28.55
 08/27  02:30:00,13.62,29.15
 08/27  02:45:00,13.545,29.78
 08/27  03:00:00,13.47,30.49
 08/27  03:15:00,13.395,31.25
 08/27  03:30:00,13.32,32.07
 08/27  03:45:00,13.245,32.94
 08/27  04:00:00,13.17,33.87
 08/27  04:15:00,13.0925,34.86
 08/27  04:30:00,13.015,35.89
 08/27  04:45:00,12.9375,36.96
 08/27  05:00:00,12.86,38.12
 08/27  05:15:00,13.005,39.12
 08/27  05:30:00,13.15,39.96
 08/27  05:45:00,13.295,40.67
 08/27  06:00:00,13.44,41.25
 08/27  06:15:00,13.585,41.82
 08/27  06:30:00,13.73,42.5
 08/27  06:45:00,13.875,43.14
 08/27  07:00:00,14.02,43.68
 08/27  07:15:00,14.1625,44.08
 08/27  07:30:00,14.305,44.27
 08/27  07:45:00,14.4475,44.24
 08/27  08:00:00,14.59,44.15
 08/27  08:15:00,14.875,44.68
 08/27  08:30:00,15.16,45.42
 08/27  08:45:00,15.445,46.02
 08/27  09:00:00,15.73,46.73
 08/27  09:15:00,16.015,47.26
 08/27  09:30:00,16.3,47.6
 08/27  09:45:00,16.585,47.33
 08/27  10:00:00,16.87,47.04
 08/27  10:15:00,17.1525,46.81
 08/27  10:30:00,17.435,46.38
 08/27  10:45:00,17.7175,45.68
 08/27  11:00:00,18,44.89
 08/27  11:15:00,18.04,44.04
 08/27  11:30:00,18.08,43.06
 08/27  11:45:00,18.12,42
 08/27  12:00:00,18.16,41.07
 08/27  12:15:00,18.2,40.17
 08/27  12:30:00,18.24,39.35
 08/27  12:45:00,18.28,38.58
 08/27  13:00:00,18.32,37.86
 08/27  13:15:00,18.36,37.18
 08/27  13:30:00,18.4,36.55
 08/27  13:45:00,18.44,35.99
 08/27  14:00:00,18.48,35.37
 08/27  14:15:00,18.33,34.86
 08/27  14:30:00,18.18,34.31
 08/27  14:45:00,18.03,33.81
 08/27  15:00:00,17.88,33.35
 08/27  15:15:00,17.7275,32.9
 08/27  15:30:00,17.575,32.47
 08/27  15:45:00,17.4225,32.05
 08/27  16:00:00,17.27,31.69
 08/27  16:15:00,17.1175,31.35
 08/27  16:30:00,16.965,31.02
 08/27  16:45:00,16.8125,30.72
 08/27  17:00:00,16.66,30.45
 08/27  17:15:00,16.4475,30.2
 08/27  17:30:00,16.235,29.97
 08/27  17:45:00,16.0225,29.75
 08/27  18:00:00,15.81,29.55
 08/27  18:15:00,15.595,29.37
 08/27  18:30:00,15.38,29.24
 08/27  18:45:00,15.165,29.15
 08/27  19:00:00,14.95,29.11
 08/27  19:15:00,14.735,29.12
 08/27  19:30:00,14.52,29.15
 08/27  19:45:00,14.305,29.21
 08/27  20:00:00,14.09,29.31
 08/27  20:15:00,13.995,29.48
 08/27  20:30:00,13.9,29.72
 08/27  20:45:00,13.805,30.01
 08/27  21:00:00,13.71,30.37
 08/27  21:15:00,13.615,30.81
 08/27  21:30:00,13.52,31.31
 08/27  21:45:00,13.425,31.88
 08/27  22:00:00,13.33,32.48
 08/27  22:15:00,13.235,33.11
 08/27  22:30:00,13.14,33.78
 08/27  22:45:00,13.045,34.47
 08/27  23:00:00,12.95,35.22
 08/27  23:15:00,12.88,36.05
 08/27  23:30:00,12.81,36.91
 08/27  23:45:00,12.74,37.78
 08/27  24:00:00,12.67,38.68
 08/28  00:15:00,12.6025,39.62
 08/28  00:30:00,12.535,40.71
 08/28  00:45:00,12.4675,42.63
 08/28  01:00:00,12.4,44.19
 08/28  01:15:00,12.33,45.96
 08/28  01:30:00,12.26,47.62
 08/28  01:45:00,12.19,49.25
 08/28  02:00:00,12.12,50.95
 08/28  02:15:00,12.0925,52.48
 08/28  02:30:00,12.065,54.02
 08/28  02:45:00,12.0375,55.5
 08/28  03:00:00,12.01,57.02
 08/28  03:15:00,11.9825,58.52
 08/28  03:30:00,11.955,60.09
 08/28  03:45:00,11.9275,61.44
 08/28  04:00:00,11.9,63.16
 08/28  04:15:00,11.87,64.52
 08/28  04:30:00,11.84,66.19
 08/28  04:45:00,11.81,67.73
 08/28  05:00:00,11.78,69.04
 08/28  05:15:00,12.0325,67.57
 08/28  05:30:00,12.285,63.35
 08/28  05:45:00,12.5375,59.62
 08/28  06:00:00,12.79,55.77
 08/28  06:15:00,13.0425,53.9
 08/28  06:30:00,13.295,52.72
 08/28  06:45:00,13.5475,51.21
 08/28  07:00:00,13.8,50.27
 08/28  07:15:00,14.0525,49.72
 08/28  07:30:00,14.305,49.21
 08/28  07:45:00,14.5575,48.66
 08/28  08:00:00,14.81,48.03
 08/28  08:15:00,15.01,47.4
 08/28  08:30:00,15.21,46.85
 08/28  08:45:00,15.41,46.4
 08/28  09:00:00,15.61,46
 08/28  09:15:00,15.81,45.73
 08/28  09:30:00,16.01,45.53
 08/28  09:45:00,16.21,45.41
 08/28  10:00:00,16.41,45.26
 08/28  10:15:00,16.6075,44.98
 08/28  10:30:00,16.805,44.54
 08/28  10:45:00,17.0025,43.96
 08/28  11:00:00,17.2,43.36
 08/28  11:15:00,17.1375,42.75
 08/28  11:30:00,17.075,42.13
 08/28  11:45:00,17.0125,41.55
 08/28  12:00:00,16.95,41.03
 08/28  12:15:00,16.8875,40.51
 08/28  12:30:00,16.825,39.95
 08/28  12:45:00,16.7625,39.37
 08/28  13:00:00,16.7,38.82
 08/28  13:15:00,16.6375,38.42
 08/28  13:30:00,16.575,38.31
 08/28  13:45:00,16.5125,38.45
 08/28  14:00:00,16.45,38.7
 08/28  14:15:00,16.35,39.01
 08/28  14:30:00,16.25,39.41
 08/28  14:45:00,16.15,39.8
 08/28  15:00:00,16.05,39.99
 08/28  15:15:00,15.9475,39.92
 08/28  15:30:00,15.845,39.54
 08/28  15:45:00,15.7425,39.02
 08/28  16:00:00,15.64,38.49
 08/28  16:15:00,15.5375,37.96
 08/28  16:30:00,15.435,37.48
 08/28  16:45:00,15.3325,37.02
 08/28  17:00:00,15.23,36.61
 08/28  17:15:00,15.04,36.24
 08/28  17:30:00,14.85,35.87
 08/28  17:45:00,14.66,35.53
 08/28  18:00:00,14.47,35.25
 08/28  18:15:00,14.28,35.09
 08/28  18:30:00,14.09,35.1
 08/28  18:45:00,13.9,35.3
 08/28  19:00:00,13.71,35.67
 08/28  19:15:00,13.52,36.17
 08/28  19:30:00,13.33,36.71
 08/28  19:45:00,13.14,37.28
 08/28  20:00:00,12.95,37.92
 08/28  20:15:00,12.85,38.64
 08/28  20:30:00,12.75,39.42
 08/28  20:45:00,12.65,40.53
 08/28  21:00:00,12.55,41.85
 08/28  21:15:00,12.4525,43.84
 08/28  21:30:00,12.355,45.74
 08/28  21:45:00,12.2575,47.5
 08/28  22:00:00,12.16,49.25
 08/28  22:15:00,12.06,51.01
 08/28  22:30:00,11.96,52.75
 08/28  22:45:00,11.86,54.55
 08/28  23:00:00,11.76,56.56
 08/28  23:15:00,11.645,58.34
 08/28  23:30:00,11.53,60.53
 08/28  23:45:00,11.415,62.6
 08/28  24:00:00,11.3,64.89
 08/29  00:15:00,11.1875,72.1
 08/29  00:30:00,11.075,78.66
 08/29  00:45:00,10.9625,81.52
 08/29  01:00:00,10.85,83.64
 08/29  01:15:00,10.735,80.04
 08/29  01:30:00,10.62,77.36
 08/29  01:45:00,10.505,78.99
 08/29  02:00:00,10.39,80.66
 08/29  02:15:00,10.355,81.49
 08/29  02:30:00,10.32,82.5
 08/29  02:45:00,10.285,84.46
 08/29  03:00:00,10.25,85.52
 08/29  03:15:00,10.2125,87.37
 08/29  03:30:00,10.175,88.67
 08/29  03:45:00,10.1375,89.34
 08/29  04:00:00,10.1,91.08
 08/29  04:15:00,10.0625,92.01
 08/29  04:30:00,10.025,92.94
 08/29  04:45:00,9.9875,94.97
 08/29  05:00:00,9.95,95.72
 08/29  05:15:00,10.395,95
 08/29  05:30:00,10.84,89.32
 08/29  05:45:00,11.285,81.38
 08/29  06:00:00,11.73,74.97
 08/29  06:15:00,12.175,67.84
 08/29  06:30:00,12.62,61.3
 08/29  06:45:00,13.065,56.81
 08/29  07:00:00,13.51,54.15
 08/29  07:15:00,13.9525,51.03
 08/29  07:30:00,14.395,48.68
 08/29  07:45:00,14.8375,47.59
 08/29  08:00:00,15.28,47
 08/29  08:15:00,15.505,46.29
 08/29  08:30:00,15.73,45.4
 08/29  08:45:00,15.955,44.49
 08/29  09:00:00,16.18,43.58
 08/29  09:15:00,16.4025,42.69
 08/29  09:30:00,16.625,41.86
 08/29  09:45:00,16.8475,41.07
 08/29  10:00:00,17.07,40.32
 08/29  10:15:00,17.2925,39.55
 08/29  10:30:00,17.515,38.85
 08/29  10:45:00,17.7375,38.14
 08/29  11:00:00,17.96,37.43
 08/29  11:15:00,18.0175,36.71
 08/29  11:30:00,18.075,36
 08/29  11:45:00,18.1325,35.33
 08/29  12:00:00,18.19,34.57
 08/29  12:15:00,18.245,33.93
 08/29  12:30:00,18.3,33.21
 08/29  12:45:00,18.355,32.61
 08/29  13:00:00,18.41,31.96
 08/29  13:15:00,18.465,31.36
 08/29  13:30:00,18.52,30.8
 08/29  13:45:00,18.575,30.27
 08/29  14:00:00,18.63,29.77
 08/29  14:15:00,18.48,29.29
 08/29  14:30:00,18.33,28.84
 08/29  14:45:00,18.18,28.43
 08/29  15:00:00,18.03,28.03
 08/29  15:15:00,17.88,27.67
 08/29  15:30:00,17.73,27.34
 08/29  15:45:00,17.58,27.02
 08/29  16:00:00,17.43,26.72
 08/29  16:15:00,17.28,26.44
 08/29  16:30:00,17.13,26.17
 08/29  16:45:00,16.98,25.91
 08/29  17:00:00,16.83,25.65
 08/29  17:15:00,16.6375,25.46
 08/29  17:30:00,16.445,25.32
 08/29  17:45:00,16.2525,25.22
 08/29  18:00:00,16.06,25.14
 08/29  18:15:00,15.8675,25.08
 08/29  18:30:00,15.675,25.03
 08/29  18:45:00,15.4825,25
 08/29  19:00:00,15.29,24.99
 08/29  19:15:00,15.0975,24.99
 08/29  19:30:00,14.905,24.99
 08/29  19:45:00,14.7125,25
 08/29  20:00:00,14.52,25.03
 08/29  20:15:00,14.5275,25.08
 08/29  20:30:00,14.535,25.13
 08/29  20:45:00,14.5425,25.19
 08/29  21:00:00,14.55,25.25
 08/29  21:15:00,14.56,25.32
 08/29  21:30:00,14.57,25.4
 08/29  21:45:00,14.58,25.5
 08/29  22:00:00,14.59,25.61
 08/29  22:15:00,14.5975,25.73
 08/29  22:30:00,14.605,25.86
 08/29  22:45:00,14.6125,26.02
 08/29  23:00:00,14.62,26.2
 08/29  23:15:00,14.6225,26.46
 08/29  23:30:00,14.625,26.84
 08/29  23:45:00,14.6275,27.32
 08/29  24:00:00,14.63,27.86
 08/30  00:15:00,14.6325,28.43
 08/30  00:30:00,14.635,29.05
 08/30  00:45:00,14.6375,29.73
 08/30  01:00:00,14.64,30.46
 08/30  01:15:00,14.6425,31.17
 08/30  01:30:00,14.645,31.77
 08/30  01:45:00,14.6475,32.28
 08/30  02:00:00,14.65,32.78
 08/30  02:15:00,14.6975,33.28
 08/30  02:30:00,14.745,33.8
 08/30  02:45:00,14.7925,34.34
 08/30  03:00:00,14.84,34.9
 08/30  03:15:00,14.8875,35.47
 08/30  03:30:00,14.935,36.05
 08/30  03:45:00,14.9825,36.64
 08/30  04:00:00,15.03,37.23
 08/30  04:15:00,15.0775,37.83
 08/30  04:30:00,15.125,38.44
 08/30  04:45:00,15.1725,39.05
 08/30  05:00:00,15.22,39.68
 08/30  05:15:00,15.4675,40.3
 08/30  05:30:00,15.715,40.84
 08/30  05:45:00,15.9625,41.24
 08/30  06:00:00,16.21,41.5
 08/30  06:15:00,16.455,41.67
 08/30  06:30:00,16.7,41.77
 08/30  06:45:00,16.945,41.79
 08/30  07:00:00,17.19,41.73
 08/30  07:15:00,17.435,41.55
 08/30  07:30:00,17.68,41.25
 08/30  07:45:00,17.925,40.82
 08/30  08:00:00,18.17,40.26
 08/30  08:15:00,18.385,39.55
 08/30  08:30:00,18.6,38.75
 08/30  08:45:00,18.815,37.93
 08/30  09:00:00,19.03,37.11
 08/30  09:15:00,19.245,36.32
 08/30  09:30:00,19.46,35.56
 08/30  09:45:00,19.675,34.84
 08/30  10:00:00,19.89,34.15
 08/30  10:15:00,20.1025,33.45
 08/30  10:30:00,20.315,32.79
 08/30  10:45:00,20.5275,32.19
 08/30  11:00:00,20.74,31.64
 08/30  11:15:00,20.7175,31.14
 08/30  11:30:00,20.695,30.68
 08/30  11:45:00,20.6725,30.26
 08/30  12:00:00,20.65,29.87
 08/30  12:15:00,20.6275,29.51
 08/30  12:30:00,20.605,29.18
 08/30  12:45:00,20.5825,28.88
 08/30  13:00:00,20.56,28.6
 08/30  13:15:00,20.5375,28.34
 08/30  13:30:00,20.515,28.1
 08/30  13:45:00,20.4925,27.88
 08/30  14:00:00,20.47,27.68
 08/30  14:15:00,20.255,27.48
 08/30  14:30:00,20.04,27.29
 08/30  14:45:00,19.825,27.17
 08/30  15:00:00,19.61,27.06
 08/30  15:15:00,19.395,26.93
 08/30  15:30:00,19.18,26.79
 08/30  15:45:00,18.965,26.66
 08/30  16:00:00,18.75,26.55
 08/30  16:15:00,18.5325,26.44
 08/30  16:30:00,18.315,26.35
 08/30  16:45:00,18.0975,26.26
 08/30  17:00:00,17.88,26.18
 08/30  17:15:00,17.6275,26.11
 08/30  17:30:00,17.375,26.03
 08/30  17:45:00,17.1225,25.96
 08/30  18:00:00,16.87,25.9
 08/30  18:15:00,16.615,25.84
 08/30  18:30:00,16.36,25.79
 08/30  18:45:00,16.105,25.75
 08/30  19:00:00,15.85,25.71
 08/30  19:15:00,15.5975,25.67
 08/30  19:30:00,15.345,25.63
 08/30  19:45:00,15.0925,25.58
 08/30  20:00:00,14.84,25.55
 08/30  20:15:00,14.7575,25.53
 08/30  20:30:00,14.675,25.55
 08/30  20:45:00,14.5925,25.58
 08/30  21:00:00,14.51,25.62
 08/30  21:15:00,14.4275,25.66
 08/30  21:30:00,14.345,25.72
 08/30  21:45:00,14.2625,25.81
 08/30  22:00:00,14.18,25.94
 08/30  22:15:00,14.0975,26.08
 08/30  22:30:00,14.015,26.24
 08/30  22:45:00,13.9325,26.42
 08/30  23:00:00,13.85,26.64
 08/30  23:15:00,13.8825,27.01
 08/30  23:30:00,13.915,27.63
 08/30  23:45:00,13.9475,28.46
 08/30  24:00:00,13.98,29.4
 08/31  00:15:00,14.0125,30.31
 08/31  00:30:00,14.045,31.07
 08/31  00:45:00,14.0775,31.73
 08/31  01:00:00,14.11,32.35
 08/31  01:15:00,14.1425,32.98
 08/31  01:30:00,14.175,33.65
 08/31  01:45:00,14.2075,34.34
 08/31  02:00:00,14.24,35.05
 08/31  02:15:00,14.2875,35.76
 08/31  02:30:00,14.335,36.46
 08/31  02:45:00,14.3825,37.13
 08/31  03:00:00,14.43,37.8
 08/31  03:15:00,14.4775,38.45
 08/31  03:30:00,14.525,39.1
